"Date","Hour","State Library","Collins Place (South)","Collins Place (North)","Flagstaff Station","Melbourne Central","Town Hall (West)","Bourke Street Mall (North)","Bourke Street Mall (South)","Australia on Collins","Southern Cross Station","Victoria Point","New Quay","Waterfront City","Webb Bridge","Princes Bridge","Flinders St Station Underpass","Sandridge Bridge","Birrarung Marr","QV Market-Elizabeth (West)","Flinders St-Elizabeth St (East)","Spencer St-Collins St (North)","Spencer St-Collins St (South)","Bourke St-Russell St (West)","Convention/Exhibition Centre","Chinatown-Swanston St (North)","Chinatown-Lt Bourke St (South)","QV Market-Peel St","Vic Arts Centre","Lonsdale St (South)","Lygon St (West)","Flinders St-Spring St (West)","Flinders St-Spark Lane","Alfred Place","Queen Street (West)","Lygon Street (East)","Flinders St-Swanston St (West)","Spring St-Lonsdale St (South)"
"01/02/2015",0,5,149,35,67,869,1444,0,229,0,13,30,22,10,10,426,477,249,178,166,704,268,71,925,143,334,427,46,145,667,251,48,77,60,326,"0",2276,81
"01/02/2015",1,2,65,26,65,477,476,0,196,0,19,26,14,2,13,238,208,102,39,141,358,139,66,619,106,297,274,27,83,473,166,12,34,26,338,"0",1234,74
"01/02/2015",2,3,15,11,36,279,397,0,166,0,17,11,2,1,3,146,163,66,41,109,250,54,36,542,52,180,217,17,66,374,86,5,14,19,232,"6",929,32
"01/02/2015",3,1,33,11,40,240,341,0,99,0,7,13,6,0,6,99,99,64,32,96,158,52,70,318,22,98,176,6,49,230,27,8,19,21,129,"10",659,31
"01/02/2015",4,0,27,10,21,77,158,0,38,0,6,6,2,0,8,51,64,52,33,52,96,37,24,378,26,42,87,9,32,134,43,7,15,3,107,"6",526,9
"01/02/2015",5,1,20,4,19,69,77,0,44,0,6,3,8,0,7,59,61,71,39,49,82,43,22,174,20,38,16,7,48,175,5,8,22,3,17,"17",329,9
"01/02/2015",6,1,19,11,13,67,104,0,39,0,9,17,9,3,9,102,39,49,45,44,76,67,14,62,57,21,20,4,70,67,4,13,21,9,21,"7",267,22
"01/02/2015",7,1,51,26,25,95,127,0,66,0,34,12,11,2,31,139,92,92,45,144,212,263,66,86,89,20,21,34,188,69,28,22,19,7,22,"9",471,29
"01/02/2015",8,1,110,57,49,204,220,0,133,0,48,22,30,23,35,229,170,132,96,277,347,456,88,70,94,83,29,83,276,115,24,31,39,38,24,"19",690,73
"01/02/2015",9,2,138,76,71,344,546,0,336,0,83,64,59,29,47,385,402,164,116,476,677,448,128,150,291,111,56,123,503,144,63,58,92,84,55,"77",1086,109
"01/02/2015",10,16,151,78,100,540,1069,0,874,0,54,61,66,17,63,994,657,274,110,737,1045,622,146,338,412,282,173,307,975,359,100,50,65,99,87,"126",1857,161
"01/02/2015",11,15,238,68,157,931,1872,0,1489,0,77,86,67,24,94,1723,905,367,167,1177,1607,599,124,364,410,459,271,422,1842,458,168,70,147,75,113,"125",2731,232
"01/02/2015",12,22,349,132,85,1515,2337,0,1878,0,83,56,165,44,112,2301,995,425,359,1922,1799,719,145,522,744,806,520,607,2660,570,385,85,134,102,161,"245",3118,190
"01/02/2015",13,46,344,142,132,2024,2741,0,2248,0,85,67,249,87,145,2470,1164,459,707,2678,1997,602,171,697,1081,988,661,888,2639,704,414,70,153,74,156,"306",3507,207
"01/02/2015",14,147,372,130,121,2158,2901,0,2529,0,91,69,329,101,179,2488,1315,469,1081,2499,2147,706,162,905,836,1107,593,855,2671,784,572,102,206,95,144,"379",3845,239
"01/02/2015",15,139,321,108,101,2204,2874,0,2457,0,68,70,266,87,212,2616,1454,625,1354,1887,2461,685,117,778,1021,966,573,607,2995,816,621,100,186,120,148,"364",3827,239
"01/02/2015",16,115,310,131,111,1852,2729,0,2366,0,98,51,276,79,154,2394,1366,609,1256,1303,2494,839,176,752,1180,876,465,400,2469,660,627,111,213,97,162,"262",3834,373
"01/02/2015",17,158,288,92,77,1894,2360,0,1592,0,94,45,194,63,143,1874,1169,600,1074,914,2210,747,148,684,739,911,481,296,1959,609,589,66,162,100,104,"0",3472,181
"01/02/2015",18,108,224,74,62,1723,1723,0,877,0,101,64,151,49,109,1407,947,456,1140,638,2016,612,127,654,537,891,598,263,994,563,586,112,182,110,126,"0",2949,159
"01/02/2015",19,151,195,51,87,1489,1309,0,430,0,74,100,223,52,58,893,715,380,975,496,1590,482,122,605,280,784,565,186,452,581,625,66,140,61,98,"0",2628,228
"01/02/2015",20,155,140,35,70,1192,828,0,262,0,59,44,114,19,56,890,514,275,501,364,1183,311,81,550,195,606,456,135,797,453,657,28,109,47,65,"0",1840,151
"01/02/2015",21,87,82,31,63,950,743,0,192,0,79,56,93,20,29,591,421,220,380,277,998,241,87,440,169,444,393,86,217,324,477,38,70,50,47,"0",1829,84
"01/02/2015",22,68,50,23,47,765,585,0,121,0,42,32,51,20,23,419,430,233,195,164,787,187,68,335,96,322,193,45,153,306,291,17,40,33,46,"0",1573,64
"01/02/2015",23,36,45,34,55,479,446,0,87,0,19,24,33,13,19,315,372,229,518,113,613,148,46,208,65,179,97,32,89,306,189,53,139,24,45,"0",1479,41
"02/02/2015",0,19,72,17,38,304,415,0,93,0,29,8,7,0,10,264,247,107,961,110,516,78,39,217,214,97,68,27,92,228,100,105,190,40,42,"0",1080,38
"02/02/2015",1,5,17,10,24,119,89,0,33,0,1,9,22,1,4,74,55,22,74,39,81,15,8,122,31,49,19,5,33,196,38,7,8,6,8,"0",243,17
"02/02/2015",2,8,14,4,9,51,52,0,22,0,5,0,3,0,2,18,47,18,67,21,47,7,7,80,15,37,14,8,17,152,12,8,4,15,5,"1",120,9
"02/02/2015",3,3,20,9,5,44,52,0,3,0,1,1,5,0,2,41,34,23,65,26,38,5,2,73,8,23,7,2,37,127,7,1,2,9,6,"4",79,4
"02/02/2015",4,4,16,3,14,59,63,0,14,0,7,6,1,0,1,42,38,33,14,19,52,17,1,48,24,13,5,6,43,371,10,6,7,16,7,"9",132,8
"02/02/2015",5,0,35,19,89,67,95,0,22,0,40,15,12,4,14,76,112,88,41,40,122,175,32,24,52,6,5,6,77,132,8,15,34,26,10,"5",262,29
"02/02/2015",6,0,180,149,641,137,164,0,67,0,330,94,57,6,110,279,459,236,234,69,414,663,109,88,141,21,20,24,234,39,26,51,40,57,63,"18",620,48
"02/02/2015",7,3,675,702,1959,364,462,0,210,0,1310,271,149,20,233,836,1057,532,490,187,1252,1791,395,126,466,54,45,73,750,133,76,162,122,178,227,"39",1490,184
"02/02/2015",8,55,1969,1759,5038,838,1017,0,571,0,2773,491,276,45,384,1747,2340,1295,808,358,2461,3490,935,271,669,184,130,129,1650,255,177,417,235,496,703,"155",2932,653
"02/02/2015",9,75,1159,788,2583,726,1153,0,647,0,1318,307,157,27,189,1189,1334,528,387,438,1637,2031,560,243,486,202,144,69,1037,259,207,323,190,411,520,"152",2327,512
"02/02/2015",10,17,707,458,944,931,1574,0,958,0,498,191,135,27,100,1134,895,308,345,504,1563,1352,380,337,372,355,208,93,1104,346,173,146,132,288,493,"214",2282,565
"02/02/2015",11,12,635,317,770,1258,2159,0,1485,0,375,233,163,33,159,1261,901,380,258,573,1777,1102,361,462,609,459,301,125,1200,474,228,129,147,273,460,"186",2713,456
"02/02/2015",12,25,1499,660,1079,2034,3182,0,2680,0,847,351,301,114,530,1828,1604,538,652,994,2721,1823,705,1046,676,881,0,125,1708,926,350,241,315,792,853,"403",3873,850
"02/02/2015",13,38,1423,611,1408,2275,3525,0,3251,0,918,250,335,106,462,1855,1697,559,494,957,2925,1882,693,1181,628,1069,0,191,1868,916,497,252,294,772,858,"388",3930,832
"02/02/2015",14,24,764,446,972,1920,3286,0,2401,0,530,200,208,51,231,1759,1394,601,432,717,2703,1427,444,884,673,938,0,132,1699,586,374,168,192,419,563,"234",4024,528
"02/02/2015",15,24,677,535,1223,2312,3109,0,2445,0,605,252,199,50,183,1920,1300,565,406,600,2642,1633,444,856,693,894,0,160,1878,608,393,170,200,262,532,"278",4169,445
"02/02/2015",16,30,798,895,2294,2050,2947,0,2250,0,1500,407,204,59,278,2339,1515,728,416,569,3141,2476,511,772,726,815,0,107,2096,604,393,303,199,234,520,"231",4260,394
"02/02/2015",17,54,1275,1849,4093,2158,3119,0,2102,0,2487,551,323,89,523,3278,2548,1670,932,597,3712,3700,671,984,1213,991,0,172,2874,644,429,442,312,345,737,"0",4945,441
"02/02/2015",18,28,807,820,1683,1989,2303,0,1227,0,1031,351,267,58,342,2031,1610,954,942,465,2726,2021,362,846,814,972,0,159,1782,635,413,199,219,277,436,"0",3721,289
"02/02/2015",19,13,427,245,567,1707,1674,0,668,0,273,147,181,56,163,1557,1008,465,343,381,2085,909,189,735,370,920,618,109,1467,577,509,105,169,142,278,"0",2605,178
"02/02/2015",20,15,240,122,274,1397,1096,0,376,0,114,67,169,43,73,781,853,378,143,322,1465,555,134,664,251,699,551,103,410,476,504,81,132,79,127,"0",1912,189
"02/02/2015",21,7,208,107,156,1088,819,0,230,0,91,66,127,33,80,937,673,270,114,234,1090,383,129,569,174,503,469,55,892,422,734,49,108,108,155,"0",1553,113
"02/02/2015",22,5,126,42,116,840,555,0,157,0,43,48,55,5,32,714,437,188,81,166,753,320,60,343,171,403,262,47,535,269,261,27,54,71,64,"0",1167,69
"02/02/2015",23,2,88,32,51,402,302,0,88,0,27,17,28,5,21,241,254,177,22,115,477,152,50,342,46,174,198,35,82,206,125,13,50,37,28,"0",743,84
"03/02/2015",0,1,39,8,35,203,145,0,43,0,7,3,13,7,13,93,97,48,14,89,188,67,34,152,38,101,52,30,43,108,75,9,12,19,22,"0",282,26
"03/02/2015",1,0,11,0,12,83,80,0,10,0,9,5,2,0,0,47,34,12,10,43,76,21,2,78,5,49,22,8,21,47,28,4,3,6,8,"0",151,10
"03/02/2015",2,1,37,1,7,52,41,0,10,0,1,7,6,0,1,18,14,14,1,37,21,7,3,55,5,20,16,3,10,49,12,1,1,9,0,"2",81,7
"03/02/2015",3,0,18,3,9,31,28,0,9,0,0,5,3,1,2,20,16,7,7,22,23,8,9,32,6,9,18,5,20,17,7,1,1,6,1,"11",68,4
"03/02/2015",4,0,21,2,8,50,29,0,21,0,3,2,3,2,1,29,17,28,10,26,50,12,0,24,12,7,2,3,37,28,6,2,6,7,5,"5",79,2
"03/02/2015",5,0,38,40,91,48,76,0,27,0,41,13,17,4,22,102,108,82,42,56,130,131,39,17,48,7,11,5,96,13,10,9,15,32,12,"7",210,19
"03/02/2015",6,0,217,164,699,145,174,0,69,0,395,110,70,9,114,315,479,251,217,143,487,747,114,83,177,18,15,30,310,46,22,79,50,77,64,"11",625,57
"03/02/2015",7,3,764,724,2146,300,474,0,246,0,1431,289,206,50,262,941,1182,586,597,293,1293,1777,410,158,529,73,49,86,846,133,100,194,143,221,233,"43",1500,206
"03/02/2015",8,18,1939,1870,5113,886,1064,0,506,0,2867,632,343,75,395,1813,0,1303,914,597,2575,3527,1019,317,775,208,167,161,1751,246,189,453,242,519,725,"168",2931,692
"03/02/2015",9,10,1132,910,2572,787,1193,0,620,0,1410,312,146,27,192,1110,0,492,308,683,1623,2054,516,244,442,187,116,132,1022,233,155,290,185,358,503,"180",2307,583
"03/02/2015",10,13,658,431,907,911,1523,0,989,0,514,209,149,20,131,1164,825,301,258,750,1444,1265,400,384,380,283,190,140,977,338,216,160,159,270,460,"138",2443,576
"03/02/2015",11,11,620,398,824,1299,2022,0,1371,0,441,151,183,46,143,1361,962,377,313,989,1686,1195,395,514,348,443,213,175,1275,449,267,107,169,310,485,"186",2851,496
"03/02/2015",12,23,1553,667,1113,2081,3271,0,2842,0,878,451,399,115,549,1768,1732,580,465,1753,2673,1917,723,1027,715,917,0,289,1627,990,523,285,349,850,861,"486",3568,866
"03/02/2015",13,39,1644,630,1419,2331,3591,0,3208,0,910,353,383,106,492,1891,2030,632,505,1769,3080,1824,702,1323,730,1061,0,290,1753,929,526,309,378,730,808,"453",4113,906
"03/02/2015",14,22,763,474,1022,2221,3067,0,2490,0,547,249,266,75,187,1759,1444,493,559,1046,2638,1481,466,800,558,880,0,184,1874,589,547,193,234,388,465,"324",3889,610
"03/02/2015",15,34,619,527,1256,2171,3076,0,2348,0,634,238,205,76,187,1756,1313,527,403,742,2765,1862,472,847,631,800,0,168,1744,566,459,175,193,254,461,"271",4029,549
"03/02/2015",16,36,789,916,2369,2159,3039,0,2225,0,1547,415,308,81,299,2261,1563,757,475,638,3300,2614,498,804,757,847,0,138,2000,640,400,287,279,258,468,"227",4542,435
"03/02/2015",17,56,1363,1743,4048,2290,3056,0,2084,0,2432,539,327,89,588,3125,2725,1570,969,618,3862,3661,696,1035,1174,861,0,219,2976,744,408,445,372,376,780,"0",5038,552
"03/02/2015",18,27,844,896,1688,2197,2546,0,1371,0,1003,359,287,59,352,2368,1674,974,790,562,2810,2088,423,965,812,982,0,227,2462,709,472,205,252,303,483,"0",4046,416
"03/02/2015",19,15,475,324,609,1862,1656,0,628,0,293,158,184,45,177,1692,1079,538,369,415,2032,973,272,854,408,969,0,172,1780,643,445,125,207,174,298,"0",2899,283
"03/02/2015",20,12,330,134,324,1612,1805,0,392,0,120,71,158,40,113,985,798,363,199,302,1534,586,202,751,270,782,0,113,590,539,557,73,126,90,128,"0",2317,237
"03/02/2015",21,9,253,82,210,1245,1652,0,256,0,104,49,204,49,77,1127,685,300,113,248,1150,442,204,506,201,568,0,72,973,426,479,78,114,77,131,"0",1823,223
"03/02/2015",22,3,149,71,90,881,703,0,163,0,49,36,53,9,51,1212,418,203,90,172,874,295,77,411,184,403,0,62,1233,345,361,38,75,89,71,"0",1393,128
"03/02/2015",23,0,95,37,61,543,1136,0,135,0,24,9,38,2,18,321,296,163,34,113,588,198,84,284,46,183,0,40,170,213,183,19,66,38,31,"0",1314,51
"04/02/2015",0,1,25,13,29,194,252,0,48,0,8,3,21,4,16,144,161,82,30,77,247,39,46,172,29,88,0,26,77,91,92,17,29,10,18,"0",484,38
"04/02/2015",1,1,16,9,10,122,80,0,29,0,3,4,4,1,2,39,46,35,13,35,71,8,13,110,16,29,0,13,18,63,34,4,16,13,16,"0",211,8
"04/02/2015",2,0,11,0,9,41,43,0,14,0,4,1,1,0,1,37,25,11,5,39,18,14,20,58,9,19,10,3,8,27,8,5,6,16,4,"2",123,6
"04/02/2015",3,0,13,1,4,54,32,0,10,0,5,0,2,0,1,31,23,9,7,24,29,6,4,45,5,11,8,3,26,50,11,1,2,0,6,"8",126,6
"04/02/2015",4,0,3,3,5,14,29,0,23,0,6,2,5,1,0,37,23,31,9,13,49,30,8,38,15,12,15,1,46,27,14,4,6,5,8,"5",104,5
"04/02/2015",5,0,46,26,91,58,72,0,25,0,54,18,9,3,22,117,130,103,47,40,137,175,34,15,36,15,3,5,106,15,7,15,24,33,13,"4",242,19
"04/02/2015",6,0,208,180,711,153,152,0,73,0,382,91,69,15,111,298,481,243,236,87,504,690,147,111,239,17,21,22,302,55,29,60,53,87,72,"14",543,54
"04/02/2015",7,2,815,784,2197,359,466,0,240,0,1351,282,176,35,246,918,1091,558,536,189,1260,1753,442,147,471,62,77,75,928,118,58,186,124,259,214,"52",1547,216
"04/02/2015",8,16,1934,1740,5322,775,1088,0,526,0,2952,512,261,57,415,1797,2495,1255,781,400,2473,3601,959,290,670,177,114,163,1687,294,169,426,239,553,679,"206",3076,735
"04/02/2015",9,48,1125,919,2493,730,1159,0,574,0,1279,320,155,12,200,1139,1238,473,389,488,1532,1998,519,289,354,185,106,67,1104,249,172,284,201,397,494,"145",2478,579
"04/02/2015",10,89,653,428,911,839,1634,0,1017,0,475,185,279,137,124,1251,932,384,262,513,1598,1303,378,351,304,316,200,127,1240,339,221,160,150,311,475,"183",2605,602
"04/02/2015",11,97,606,407,814,1340,2218,0,1485,0,381,211,148,37,136,1295,958,320,327,607,1797,1189,358,428,307,489,331,129,1279,446,179,133,155,294,441,"225",3057,628
"04/02/2015",12,50,1583,645,1106,2106,3277,0,2722,0,856,331,295,67,402,1658,1723,495,433,1075,2641,1834,663,1113,512,925,683,199,1660,1018,420,241,260,819,889,"410",3760,1058
"04/02/2015",13,23,1504,559,1285,2341,3770,0,3308,0,888,316,389,173,416,2031,1885,514,498,1116,3053,1815,676,1247,567,980,614,171,2080,1017,438,233,272,760,934,"440",4323,887
"04/02/2015",14,21,750,424,959,2262,3122,0,2503,0,509,229,159,60,179,1961,1244,454,440,721,2672,1395,410,836,517,805,39,155,2179,666,377,202,217,337,492,"274",3938,488
"04/02/2015",15,31,622,507,1216,2123,3029,0,2350,0,589,201,213,69,168,1930,1280,571,397,699,2659,1741,444,1034,597,986,0,161,2097,698,406,206,195,236,506,"237",4330,628
"04/02/2015",16,25,755,877,2284,2193,3163,0,2426,0,1391,357,216,49,295,2400,1692,789,569,755,3126,2551,520,821,673,761,0,159,2380,662,357,284,291,252,486,"180",4666,388
"04/02/2015",17,65,1256,1717,3985,2391,3350,0,2297,0,2294,542,330,103,548,3864,2694,1461,984,1195,3886,3594,735,1000,1094,885,0,307,3540,716,399,439,345,391,734,"0",5277,557
"04/02/2015",18,18,770,800,1826,2166,2654,0,1609,0,993,356,255,57,361,3165,1548,959,867,1492,2930,1932,367,1090,715,1012,0,340,3057,683,389,213,262,269,460,"0",4119,452
"04/02/2015",19,20,427,307,644,1948,1965,0,689,0,269,126,215,55,183,2343,1236,655,534,1509,2224,1025,223,843,353,919,688,415,2727,691,582,127,154,166,280,"0",3097,474
"04/02/2015",20,18,210,157,327,1789,1807,0,376,0,116,71,212,32,97,1272,825,366,386,1404,1587,587,176,714,250,839,610,442,870,591,612,74,103,106,222,"0",2271,165
"04/02/2015",21,14,208,92,236,1306,1534,0,277,0,97,72,170,38,73,966,806,313,193,1066,1427,475,157,506,200,622,551,381,685,461,768,58,109,112,149,"0",1849,208
"04/02/2015",22,4,154,70,183,906,722,0,170,0,54,43,105,25,41,1266,563,276,138,671,1086,375,121,457,112,465,390,246,1430,376,434,57,79,155,85,"0",1626,274
"04/02/2015",23,3,86,51,95,561,1186,0,124,0,46,19,51,13,12,329,354,226,45,159,628,171,58,339,99,272,233,64,193,315,235,20,35,56,57,"0",1321,94
"05/02/2015",0,2,39,11,52,277,242,0,57,0,25,8,12,3,8,134,135,80,19,134,255,73,30,178,35,100,59,27,77,136,99,14,23,16,60,"0",501,38
"05/02/2015",1,0,10,2,14,140,63,0,28,0,11,4,10,3,4,41,55,13,10,81,72,17,19,115,12,60,39,6,38,83,51,3,10,2,21,"0",174,16
"05/02/2015",2,0,8,4,9,60,55,0,21,0,3,4,2,1,1,26,26,11,9,43,48,12,11,122,3,29,18,4,18,47,17,0,10,18,65,"0",99,14
"05/02/2015",3,0,6,1,11,30,34,0,12,0,1,1,4,0,0,19,12,3,9,39,39,21,7,72,2,13,17,0,26,30,7,0,1,11,11,"16",67,4
"05/02/2015",4,0,19,4,0,27,27,0,13,0,9,1,6,1,0,38,22,34,11,26,30,20,3,41,7,9,14,1,51,27,13,5,5,7,1,"13",65,5
"05/02/2015",5,0,53,21,95,49,66,0,19,0,52,25,17,2,34,95,108,97,43,71,132,161,30,32,37,11,7,9,112,22,9,15,20,13,8,"5",278,22
"05/02/2015",6,1,215,173,658,123,190,0,68,0,405,91,83,9,123,339,496,228,188,123,492,723,164,106,186,15,24,29,347,54,34,77,53,86,61,"6",663,63
"05/02/2015",7,7,788,773,2103,395,518,0,255,0,1320,360,219,46,285,977,1107,588,565,281,1349,1791,466,159,541,68,48,81,962,114,94,202,131,261,235,"75",1611,216
"05/02/2015",8,16,2056,1863,4869,834,1110,0,535,0,2575,488,318,73,403,1809,2472,1338,805,598,2649,3581,950,294,785,224,140,163,2053,291,191,464,270,543,763,"162",3189,754
"05/02/2015",9,7,1204,897,2407,846,1200,0,669,0,1252,395,205,37,222,1309,1310,538,307,655,1731,2084,558,305,419,234,147,160,1415,254,163,278,162,508,514,"163",2643,628
"05/02/2015",10,7,757,477,1076,909,1608,0,1063,0,451,186,154,34,159,1581,868,373,354,795,1598,1365,458,382,331,312,213,176,1714,355,217,201,175,373,512,"146",2510,612
"05/02/2015",11,13,671,419,924,892,2367,0,1716,0,434,251,156,35,200,1603,1005,414,308,1095,2001,1220,474,539,409,531,305,195,1621,509,279,169,149,307,525,"260",2925,659
"05/02/2015",12,31,1692,638,1339,2246,3394,0,3042,0,963,523,412,112,658,1989,1824,599,568,1742,2729,2004,729,1166,732,1012,681,316,2011,1041,450,272,363,837,882,"424",3980,1019
"05/02/2015",13,29,1738,730,1465,2433,3804,0,3550,0,948,417,377,131,619,2184,2028,604,595,1809,3012,1987,690,1247,763,1177,648,323,2276,916,550,309,433,878,877,"502",4371,995
"05/02/2015",14,28,864,466,1072,2012,3346,0,2621,0,558,298,277,86,294,2141,1532,543,433,997,2694,1626,389,821,630,972,389,225,2246,674,412,219,223,412,466,"336",4326,629
"05/02/2015",15,27,634,494,1319,2253,3103,0,2373,0,705,207,201,66,220,2167,1460,525,386,747,2719,1913,380,787,692,856,301,210,2242,596,487,217,221,242,533,"240",4637,618
"05/02/2015",16,36,734,951,2267,2233,3024,0,2306,0,1433,425,239,54,293,2405,1684,799,529,611,3113,2604,536,815,723,872,306,126,2360,596,296,308,231,275,583,"151",4560,468
"05/02/2015",17,39,1311,1751,3915,2510,3321,0,2344,0,2366,537,382,119,590,3203,2537,1514,925,614,3675,3627,697,951,1141,991,428,180,3036,828,423,398,298,416,783,"0",5177,585
"05/02/2015",18,30,885,851,1675,2269,2747,0,1906,0,1003,309,363,83,351,2243,1654,894,794,624,2875,1885,386,973,805,1084,583,200,1800,790,523,217,217,320,440,"0",4020,463
"05/02/2015",19,19,452,333,584,1863,2064,0,1202,0,297,137,259,65,196,1640,1077,492,478,456,2096,965,218,975,463,1192,729,144,1906,713,558,139,137,182,249,"0",3217,504
"05/02/2015",20,32,328,158,333,1702,1823,0,781,0,141,85,270,53,148,1190,964,396,272,383,1835,595,124,925,423,864,676,111,723,673,838,79,146,89,164,"0",2726,228
"05/02/2015",21,18,241,121,207,1720,1615,0,418,0,103,76,232,55,91,1044,809,461,166,350,1441,514,141,770,256,797,472,116,495,538,752,79,134,107,130,"0",2234,202
"05/02/2015",22,5,193,70,139,1148,968,0,196,0,54,54,124,38,52,1039,649,295,95,250,1008,321,104,535,245,569,456,74,1065,444,552,69,74,118,80,"0",1763,329
"05/02/2015",23,0,145,70,91,847,718,0,157,0,43,33,42,8,30,393,376,231,63,177,805,240,73,470,100,287,256,33,241,364,242,37,74,67,77,"0",1546,94
"06/02/2015",0,1,66,20,35,347,587,0,93,0,22,12,32,7,11,170,206,99,26,122,330,125,31,302,52,129,101,28,130,243,100,17,37,20,34,"0",766,68
"06/02/2015",1,1,27,8,22,227,147,0,47,0,4,6,7,0,2,65,65,30,10,69,86,31,11,257,27,88,0,12,52,136,35,4,12,12,11,"0",262,42
"06/02/2015",2,0,11,7,20,109,75,0,27,0,6,1,5,3,2,47,39,21,2,52,47,23,16,204,10,68,0,9,23,134,12,5,2,10,7,"6",166,14
"06/02/2015",3,0,10,10,11,111,72,0,15,0,4,4,6,2,2,39,44,15,22,37,57,8,7,161,4,33,40,5,44,115,11,0,7,24,7,"14",192,7
"06/02/2015",4,0,16,7,8,50,59,0,9,0,10,8,3,1,0,49,31,33,14,22,66,22,2,103,8,15,11,5,68,62,10,11,9,23,7,"0",168,4
"06/02/2015",5,0,54,20,93,68,77,0,23,0,49,16,9,2,19,99,102,78,58,79,117,155,32,55,56,11,6,14,124,71,12,9,21,12,3,"10",307,15
"06/02/2015",6,0,214,185,587,155,151,0,69,0,367,98,93,8,123,317,506,241,164,156,503,690,123,90,208,22,20,29,354,39,29,73,53,56,65,"16",670,48
"06/02/2015",7,2,698,729,2019,325,456,0,201,0,1265,267,172,31,221,956,1110,545,456,362,1154,1726,444,167,454,69,69,82,983,92,96,202,109,191,209,"49",1600,209
"06/02/2015",8,12,1919,1723,4811,882,1025,0,533,0,2572,440,309,64,427,1755,2252,1195,709,562,2502,3431,974,268,777,226,156,183,2103,262,223,417,233,537,688,"154",2979,703
"06/02/2015",9,15,1188,822,2380,875,1245,0,710,0,1231,315,180,36,194,1456,1365,543,322,664,1606,1872,545,264,428,262,152,173,1703,291,181,264,180,508,496,"152",2454,589
"06/02/2015",10,6,756,475,868,953,1817,0,1345,0,466,197,180,27,146,1817,1009,393,292,836,1702,1441,440,370,349,330,32,178,1775,378,203,168,127,297,579,"186",2696,482
"06/02/2015",11,12,709,440,792,911,2357,0,1880,0,453,207,177,30,196,1804,1214,401,311,1104,2144,1202,417,497,477,536,0,215,1980,427,230,180,205,342,431,"197",2958,545
"06/02/2015",12,48,1643,631,1198,2143,3626,0,3241,0,985,548,1089,78,642,2188,2017,571,441,1758,2831,2044,673,1155,740,1114,0,332,2302,1173,483,269,302,935,975,"363",4144,1114
"06/02/2015",13,22,1515,618,1347,2325,3868,0,3523,0,998,459,638,81,569,2333,2204,520,471,1577,3013,1975,683,1225,818,1198,0,249,2255,1156,560,240,321,933,842,"386",4679,981
"06/02/2015",14,29,778,501,1058,1960,3193,0,2516,0,579,275,1465,43,214,1900,1470,399,325,1161,2580,1549,376,736,607,944,0,198,1149,679,390,165,240,390,453,"266",4145,588
"06/02/2015",15,27,628,541,1140,2120,3199,0,2321,0,680,224,982,45,189,2080,1448,543,284,862,2806,1798,419,655,596,956,0,198,0,620,379,204,189,289,553,"224",4524,484
"06/02/2015",16,29,759,939,2270,2240,3145,0,2381,0,1637,403,200,68,360,2400,1701,659,416,787,2966,2567,482,715,851,859,0,188,2361,705,321,264,271,334,531,"147",4742,447
"06/02/2015",17,50,1146,1554,3371,2514,3653,0,2575,0,2065,528,312,71,459,3522,2610,1340,700,667,3627,3254,605,1027,1089,1103,0,198,3412,864,417,383,333,429,815,"0",5369,714
"06/02/2015",18,37,834,665,1310,2573,3025,0,2129,0,750,243,319,63,279,2733,1746,765,503,577,2952,1935,378,997,834,1202,0,179,2671,938,552,169,215,398,431,"0",4536,466
"06/02/2015",19,32,479,306,629,2347,2640,0,1527,0,292,155,421,88,160,2401,1246,523,349,463,2243,1139,249,1071,752,1204,0,146,2789,1032,841,106,172,237,375,"0",3914,435
"06/02/2015",20,18,402,152,300,2215,2148,0,1281,0,173,95,448,138,167,1946,1173,475,430,418,2074,723,189,1024,666,1242,0,128,1548,1047,1240,86,246,184,276,"0",3452,280
"06/02/2015",21,18,307,154,243,2326,2083,0,670,0,100,97,534,193,128,2058,1156,475,226,396,1809,566,152,1030,683,1039,0,99,1473,976,1367,84,197,159,242,"0",3389,239
"06/02/2015",22,9,260,150,198,1900,1547,0,455,0,86,64,409,106,79,1951,1031,466,227,314,1436,417,102,996,512,988,0,94,1792,824,1275,87,177,140,302,"0",2861,434
"06/02/2015",23,11,191,91,142,1354,1448,0,333,0,58,56,235,79,46,1162,801,450,140,311,1247,370,95,638,418,613,0,94,574,793,1037,65,149,66,330,"0",2447,263
"07/02/2015",0,5,81,37,71,965,1332,0,249,0,38,41,141,36,22,619,530,319,75,208,853,203,71,571,314,396,0,46,239,529,455,49,73,60,263,"0",1876,97
"07/02/2015",1,1,53,35,55,533,815,0,176,0,13,15,97,17,14,272,245,114,53,199,372,83,29,425,94,336,0,38,112,397,190,9,22,49,214,"0",1037,65
"07/02/2015",2,1,21,15,26,331,607,0,66,0,11,5,28,8,4,178,137,75,43,123,217,38,31,326,37,128,0,17,41,258,77,6,8,26,193,"2",628,28
"07/02/2015",3,0,21,11,19,257,959,0,55,0,12,14,10,1,9,261,134,53,274,100,203,28,36,294,40,72,0,23,72,182,26,5,40,25,162,"23",727,23
"07/02/2015",4,3,26,10,11,135,462,0,30,0,4,8,13,0,2,100,69,65,64,63,178,35,12,112,21,50,0,8,52,81,13,4,14,7,47,"15",513,16
